LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
location35234 et al             7                   7.00                1.00                1.00                
location35283 et al             4                   4.00                1.00                1.00                
location35332 et al             9                   9.00                1.00                1.00                
location35358 et al             6                   6.00                1.00                1.00                
location35407 et al             3                   3.00                1.00                1.00                
location35456 et al             1                   1.00                1.00                1.00                
location35504 et al             13                  13.00               1.00                1.00                
location3553 et al              6                   6.00                1.00                1.00                
location35553 et al             6                   6.00                1.00                1.00                
location35602 et al             12                  12.00               1.00                1.00                
location35651 et al             6                   6.00                1.00                1.00                
location35700 et al             2                   2.00                1.00                1.00                
location35749 et al             13                  13.00               1.00                1.00                
location35798 et al             1                   1.00                1.00                1.00                
location35804 et al             5                   5.00                1.00                1.00                
location35853 et al             9                   9.00                1.00                1.00                
location35901 et al             2                   2.00                1.00                1.00                
location35916 et al             10                  10.00               1.00                1.00                
location35942 et al             9                   9.00                1.00                1.00                
location35991 et al             5                   5.00                1.00                1.00                
location3600 et al              2                   2.00                1.00                1.00                
location36040 et al             14                  14.00               1.00                1.00                
location36090 et al             6                   6.00                1.00                1.00                
location36139 et al             2                   2.00                1.00                1.00                
location36188 et al             3                   3.00                1.00                1.00                
location36237 et al             2                   2.00                1.00                1.00                
location36248 et al             5                   5.00                1.00                1.00                
location36275 et al             5                   5.00                1.00                1.00                
location36324 et al             6                   6.00                1.00                1.00                
location36371 et al             2                   2.00                1.00                1.00                
location36409 et al             2                   2.00                1.00                1.00                
location36458 et al             16                  16.00               1.00                1.00                
location3649 et al              9                   9.00                1.00                1.00                
location36506 et al             6                   6.00                1.00                1.00                
location36556 et al             11                  11.00               1.00                1.00                
location36605 et al             9                   9.00                1.00                1.00                
location36653 et al             12                  12.00               1.00                1.00                
location36702 et al             5                   5.00                1.00                1.00                
location36750 et al             12                  12.00               1.00                1.00                
location3676 et al              2                   2.00                1.00                1.00                
location36799 et al             7                   7.00                1.00                1.00                
location36848 et al             1                   1.00                1.00                1.00                
location36896 et al             4                   4.00                1.00                1.00                
location36915 et al             2                   2.00                1.00                1.00                
location36992 et al             5                   5.00                1.00                1.00                
location37041 et al             3                   3.00                1.00                1.00                
location37053 et al             6                   6.00                1.00                1.00                
location37101 et al             0                   0                   n/a                 n/a                 
location37103 et al             13                  13.00               1.00                1.00                
location37151 et al             7                   7.00                1.00                1.00                
location37201 et al             11                  11.00               1.00                1.00                
location3725 et al              19                  19.00               1.00                1.00                
location37250 et al             6                   6.00                1.00                1.00                
location37299 et al             7                   7.00                1.00                1.00                
location37348 et al             7                   7.00                1.00                1.00                
location37397 et al             10                  10.00               1.00                1.00                
location37446 et al             1                   1.00                1.00                1.00                
location37449 et al             9                   9.00                1.00                1.00                
location37497 et al             8                   8.00                1.00                1.00                
location37546 et al             9                   9.00                1.00                1.00                
location37596 et al             3                   3.00                1.00                1.00                
location37645 et al             9                   9.00                1.00                1.00                
location37694 et al             9                   9.00                1.00                1.00                
location3774 et al              14                  14.00               1.00                1.00                
location37743 et al             4                   4.00                1.00                1.00                
location37793 et al             6                   6.00                1.00                1.00                
location37808 et al             1                   1.00                1.00                1.00                
location37857 et al             14                  14.00               1.00                1.00                
location37906 et al             12                  12.00               1.00                1.00                
location37955 et al             1                   1.00                1.00                1.00                
location38004 et al             5                   5.00                1.00                1.00                
location38052 et al             10                  10.00               1.00                1.00                
location38100 et al             9                   9.00                1.00                1.00                
location38150 et al             5                   5.00                1.00                1.00                
location38178 et al             8                   8.00                1.00                1.00                
location38227 et al             6                   6.00                1.00                1.00                
location3823 et al              7                   7.00                1.00                1.00                
location38276 et al             3                   3.00                1.00                1.00                
location38325 et al             19                  19.00               1.00                1.00                
location38375 et al             7                   7.00                1.00                1.00                
location38425 et al             16                  16.00               1.00                1.00                
location38474 et al             10                  10.00               1.00                1.00                
location38523 et al             3                   3.00                1.00                1.00                
location38572 et al             12                  12.00               1.00                1.00                
location38621 et al             6                   6.00                1.00                1.00                
location38669 et al             3                   3.00                1.00                1.00                
location38678 et al             6                   6.00                1.00                1.00                
location3872 et al              17                  17.00               1.00                1.00                
location38727 et al             4                   4.00                1.00                1.00                
location38749 et al             0                   0                   n/a                 n/a                 
location38796 et al             0                   0                   n/a                 n/a                 
location38844 et al             2                   2.00                1.00                1.00                
location38893 et al             1                   1.00                1.00                1.00                
location38942 et al             6                   6.00                1.00                1.00                
location38991 et al             6                   6.00                1.00                1.00                
location39040 et al             12                  12.00               1.00                1.00                
location39089 et al             6                   6.00                1.00                1.00                
location39121 et al             6                   6.00                1.00                1.00                
location39171 et al             8                   8.00                1.00                1.00                
location3921 et al              6                   6.00                1.00                1.00                
location39220 et al             4                   4.00                1.00                1.00                
location39269 et al             14                  14.00               1.00                1.00                
location39319 et al             0                   0                   n/a                 n/a                 
location39324 et al             6                   6.00                1.00                1.00                
location39373 et al             11                  11.00               1.00                1.00                
location394 et al               4                   4.00                1.00                1.00                
location39421 et al             2                   2.00                1.00                1.00                
location39469 et al             13                  13.00               1.00                1.00                
location39519 et al             6                   6.00                1.00                1.00                
location39537 et al             18                  18.00               1.00                1.00                
location39586 et al             6                   6.00                1.00                1.00                
location39635 et al             18                  18.00               1.00                1.00                
location39684 et al             3                   3.00                1.00                1.00                
location3970 et al              2                   2.00                1.00                1.00                
location39732 et al             7                   7.00                1.00                1.00                
location39780 et al             3                   3.00                1.00                1.00                
location39828 et al             6                   6.00                1.00                1.00                
location39876 et al             6                   6.00                1.00                1.00                
location39924 et al             11                  11.00               1.00                1.00                
location39972 et al             18                  18.00               1.00                1.00                
location40014 et al             7                   7.00                1.00                1.00                
location40063 et al             7                   7.00                1.00                1.00                
location40112 et al             3                   3.00                1.00                1.00                
location40160 et al             3                   3.00                1.00                1.00                
location40175 et al             13                  13.00               1.00                1.00                
location4019 et al              1                   1.00                1.00                1.00                
location40221 et al             4                   4.00                1.00                1.00                
location40267 et al             11                  11.00               1.00                1.00                
location40314 et al             17                  17.00               1.00                1.00                
location40361 et al             10                  10.00               1.00                1.00                
location40409 et al             3                   3.00                1.00                1.00                
location40456 et al             6                   6.00                1.00                1.00                
location40504 et al             10                  10.00               1.00                1.00                
location40552 et al             2                   2.00                1.00                1.00                
location40556 et al             2                   2.00                1.00                1.00                
location40604 et al             0                   0                   n/a                 n/a                 
location40606 et al             7                   7.00                1.00                1.00                
location40653 et al             5                   5.00                1.00                1.00                
location4068 et al              0                   0                   n/a                 n/a                 
location40700 et al             20                  20.00               1.00                1.00                
location40749 et al             2                   2.00                1.00                1.00                
location40794 et al             2                   2.00                1.00                1.00                
location40889 et al             0                   0                   n/a                 n/a                 
location40891 et al             4                   4.00                1.00                1.00                
location4094 et al              7                   7.00                1.00                1.00                
location40940 et al             3                   3.00                1.00                1.00                
location40973 et al             12                  12.00               1.00                1.00                
location41070 et al             7                   7.00                1.00                1.00                
location41086 et al             2                   2.00                1.00                1.00                
location41135 et al             8                   8.00                1.00                1.00                
location41184 et al             7                   7.00                1.00                1.00                
location41233 et al             3                   3.00                1.00                1.00                
location41282 et al             8                   8.00                1.00                1.00                
location41331 et al             4                   4.00                1.00                1.00                
location41380 et al             16                  16.00               1.00                1.00                
location41429 et al             8                   8.00                1.00                1.00                
location4143 et al              15                  15.00               1.00                1.00                
location41477 et al             12                  12.00               1.00                1.00                
location41526 et al             2                   2.00                1.00                1.00                
location41575 et al             11                  11.00               1.00                1.00                
location41624 et al             2                   2.00                1.00                1.00                
location41673 et al             13                  13.00               1.00                1.00                
location41722 et al             5                   5.00                1.00                1.00                
location41771 et al             7                   7.00                1.00                1.00                
location41820 et al             0                   0                   n/a                 n/a                 
location41869 et al             13                  13.00               1.00                1.00                
location41918 et al             9                   9.00                1.00                1.00                
location4192 et al              7                   7.00                1.00                1.00                
location41966 et al             3                   3.00                1.00                1.00                
location42015 et al             6                   6.00                1.00                1.00                
location42064 et al             4                   4.00                1.00                1.00                
location42113 et al             3                   3.00                1.00                1.00                
location42162 et al             11                  11.00               1.00                1.00                
location42211 et al             1                   1.00                1.00                1.00                
location42213 et al             4                   4.00                1.00                1.00                
location42262 et al             0                   0                   n/a                 n/a                 
location42311 et al             10                  10.00               1.00                1.00                
location42359 et al             7                   7.00                1.00                1.00                
location42408 et al             0                   0                   n/a                 n/a                 
location4241 et al              3                   3.00                1.00                1.00                
location42455 et al             12                  12.00               1.00                1.00                
location42501 et al             0                   0                   n/a                 n/a                 
location42504 et al             0                   0                   n/a                 n/a                 
location42551 et al             1                   1.00                1.00                1.00                
location42600 et al             0                   0                   n/a                 n/a                 
location42627 et al             1                   1.00                1.00                1.00                
location42634 et al             0                   0                   n/a                 n/a                 
location42683 et al             12                  12.00               1.00                1.00                
location42732 et al             1                   1.00                1.00                1.00                
location42736 et al             5                   5.00                1.00                1.00                
location42779 et al             1                   1.00                1.00                1.00                
location42822 et al             0                   0                   n/a                 n/a                 
location42831 et al             2                   2.00                1.00                1.00                
location42863 et al             9                   9.00                1.00                1.00                
location42904 et al             5                   5.00                1.00                1.00                
location4291 et al              2                   2.00                1.00                1.00                
location42945 et al             4                   4.00                1.00                1.00                
location42986 et al             1                   1.00                1.00                1.00                
location42995 et al             0                   0                   n/a                 n/a                 
location43027 et al             7                   7.00                1.00                1.00                
location43068 et al             0                   0                   n/a                 n/a                 
location43083 et al             4                   4.00                1.00                1.00                
location43109 et al             1                   1.00                1.00                1.00                
location43148 et al             0                   0                   n/a                 n/a                 
location43150 et al             6                   6.00                1.00                1.00                
location43191 et al             4                   4.00                1.00                1.00                
location43232 et al             1                   1.00                1.00                1.00                
location43273 et al             4                   4.00                1.00                1.00                
location43314 et al             0                   0                   n/a                 n/a                 
location43355 et al             2                   2.00                1.00                1.00                
location43390 et al             1                   1.00                1.00                1.00                
location43396 et al             6                   6.00                1.00                1.00                
location4340 et al              13                  13.00               1.00                1.00                
location43437 et al             5                   5.00                1.00                1.00                
location43452 et al             1                   1.00                1.00                1.00                
location43478 et al             4                   4.00                1.00                1.00                
location43519 et al             6                   6.00                1.00                1.00                
location43560 et al             0                   0                   n/a                 n/a                 
location43601 et al             3                   3.00                1.00                1.00                
location43642 et al             3                   3.00                1.00                1.00                
location43682                   0                   0                   n/a                 n/a                 
location43683 et al             10                  10.00               1.00                1.00                
location43724 et al             5                   5.00                1.00                1.00                
location43765 et al             4                   4.00                1.00                1.00                
location43806 et al             8                   8.00                1.00                1.00                
location43847 et al             6                   6.00                1.00                1.00                
location43888 et al             0                   0                   n/a                 n/a                 
location4390 et al              2                   2.00                1.00                1.00                
location43929 et al             3                   3.00                1.00                1.00                
location43970 et al             4                   4.00                1.00                1.00                
location44011 et al             7                   7.00                1.00                1.00                
location44052 et al             4                   4.00                1.00                1.00                
location44093 et al             8                   8.00                1.00                1.00                
location44134 et al             2                   2.00                1.00                1.00                
location44175 et al             0                   0                   n/a                 n/a                 
location442 et al               17                  17.00               1.00                1.00                
location44210 et al             0                   0                   n/a                 n/a                 
location44216 et al             6                   6.00                1.00                1.00                
location44257 et al             6                   6.00                1.00                1.00                
location44298 et al             7                   7.00                1.00                1.00                
location44339 et al             4                   4.00                1.00                1.00                
location4438 et al              2                   2.00                1.00                1.00                
location44380 et al             3                   3.00                1.00                1.00                
location44421 et al             3                   3.00                1.00                1.00                
location44462 et al             1                   1.00                1.00                1.00                
location4447 et al              12                  12.00               1.00                1.00                
location44502 et al             2                   2.00                1.00                1.00                
location44517 et al             0                   0                   n/a                 n/a                 
location44542 et al             0                   0                   n/a                 n/a                 
location44550 et al             0                   0                   n/a                 n/a                 
location44582 et al             1                   1.00                1.00                1.00                
location44622 et al             2                   2.00                1.00                1.00                
location44662 et al             5                   5.00                1.00                1.00                
location44702 et al             2                   2.00                1.00                1.00                
location44742 et al             2                   2.00                1.00                1.00                
location44762 et al             6                   6.00                1.00                1.00                
location44802 et al             0                   0                   n/a                 n/a                 
location44842 et al             4                   4.00                1.00                1.00                
location44882 et al             3                   3.00                1.00                1.00                
location44922 et al             2                   2.00                1.00                1.00                
location44962 et al             1                   1.00                1.00                1.00                
location4497 et al              9                   9.00                1.00                1.00                
location45002 et al             2                   2.00                1.00                1.00                
location45042 et al             6                   6.00                1.00                1.00                
location45082 et al             2                   2.00                1.00                1.00                
location45122 et al             0                   0                   n/a                 n/a                 
location45162 et al             8                   8.00                1.00                1.00                
location45202 et al             3                   3.00                1.00                1.00                
location45242 et al             5                   5.00                1.00                1.00                
location45282 et al             4                   4.00                1.00                1.00                
location45322 et al             1                   1.00                1.00                1.00                
location45362 et al             2                   2.00                1.00                1.00                
location45370 et al             2                   2.00                1.00                1.00                
location45402 et al             2                   2.00                1.00                1.00                
location45442 et al             6                   6.00                1.00                1.00                
location4546 et al              14                  14.00               1.00                1.00                
location45482 et al             5                   5.00                1.00                1.00                
location45522 et al             0                   0                   n/a                 n/a                 
location45562 et al             1                   1.00                1.00                1.00                
location45602 et al             0                   0                   n/a                 n/a                 
location45642 et al             5                   5.00                1.00                1.00                
location45682 et al             6                   6.00                1.00                1.00                
location45717 et al             1                   1.00                1.00                1.00                
location45753 et al             2                   2.00                1.00                1.00                
location4576 et al              12                  12.00               1.00                1.00                
location45789 et al             1                   1.00                1.00                1.00                
location45825 et al             7                   7.00                1.00                1.00                
location45861 et al             2                   2.00                1.00                1.00                
location45879 et al             2                   2.00                1.00                1.00                
location45897 et al             2                   2.00                1.00                1.00                
location45933 et al             3                   3.00                1.00                1.00                
location45967 et al             9                   9.00                1.00                1.00                
location46003 et al             6                   6.00                1.00                1.00                
location46039 et al             6                   6.00                1.00                1.00                
location46075 et al             2                   2.00                1.00                1.00                
location46091 et al             1                   1.00                1.00                1.00                
location46112 et al             6                   6.00                1.00                1.00                
location46146 et al             6                   6.00                1.00                1.00                
location46182 et al             2                   2.00                1.00                1.00                
location46217 et al             2                   2.00                1.00                1.00                
location46252 et al             0                   0                   n/a                 n/a                 
location4626 et al              9                   9.00                1.00                1.00                
location46287 et al             1                   1.00                1.00                1.00                
location46322 et al             3                   3.00                1.00                1.00                
location46357 et al             3                   3.00                1.00                1.00                
location46393 et al             3                   3.00                1.00                1.00                
location46427                   0                   0                   n/a                 n/a                 
location46428 et al             4                   4.00                1.00                1.00                
location46463 et al             0                   0                   n/a                 n/a                 
location46498 et al             0                   0                   n/a                 n/a                 
location46514 et al             0                   0                   n/a                 n/a                 
location46532 et al             6                   6.00                1.00                1.00                
location46567 et al             5                   5.00                1.00                1.00                
location46603 et al             5                   5.00                1.00                1.00                
location46639 et al             10                  10.00               1.00                1.00                
location46675 et al             2                   2.00                1.00                1.00                
location46700 et al             3                   3.00                1.00                1.00                
location46736 et al             2                   2.00                1.00                1.00                
location4675 et al              12                  12.00               1.00                1.00                
location46772 et al             1                   1.00                1.00                1.00                
location46782 et al             0                   0                   n/a                 n/a                 
location46799 et al             2                   2.00                1.00                1.00                
location46808 et al             7                   7.00                1.00                1.00                
location46835 et al             1                   1.00                1.00                1.00                
location46844 et al             0                   0                   n/a                 n/a                 
location46878 et al             6                   6.00                1.00                1.00                
location46913 et al             1                   1.00                1.00                1.00                
location46932 et al             4                   4.00                1.00                1.00                
location46949 et al             4                   4.00                1.00                1.00                
location46985 et al             8                   8.00                1.00                1.00                
location47021 et al             3                   3.00                1.00                1.00                
location47057 et al             2                   2.00                1.00                1.00                
location47091 et al             2                   2.00                1.00                1.00                
location47123 et al             1                   1.00                1.00                1.00                
location47126 et al             1                   1.00                1.00                1.00                
location47161                   0                   0                   n/a                 n/a                 
location47162 et al             3                   3.00                1.00                1.00                
location47198 et al             5                   5.00                1.00                1.00                
location47234 et al             9                   9.00                1.00                1.00                
location4724 et al              12                  12.00               1.00                1.00                
location47270 et al             2                   2.00                1.00                1.00                
location47305 et al             5                   5.00                1.00                1.00                
location47341 et al             7                   7.00                1.00                1.00                
location47377 et al             5                   5.00                1.00                1.00                
location47411 et al             0                   0                   n/a                 n/a                 
location47420 et al             1                   1.00                1.00                1.00                
location47423 et al             2                   2.00                1.00                1.00                
location47458 et al             10                  10.00               1.00                1.00                
location47494 et al             3                   3.00                1.00                1.00                
location47530 et al             1                   1.00                1.00                1.00                
location47564 et al             2                   2.00                1.00                1.00                
location47586 et al             1                   1.00                1.00                1.00                
location47596 et al             1                   1.00                1.00                1.00                
location47600 et al             1                   1.00                1.00                1.00                
location47636 et al             5                   5.00                1.00                1.00                
location47670 et al             12                  12.00               1.00                1.00                
location47706 et al             3                   3.00                1.00                1.00                
location47719 et al             1                   1.00                1.00                1.00                
location4773 et al              5                   5.00                1.00                1.00                
location47740 et al             3                   3.00                1.00                1.00                
location47776 et al             0                   0                   n/a                 n/a                 
location47812 et al             4                   4.00                1.00                1.00                
location47846 et al             6                   6.00                1.00                1.00                
location47880 et al             8                   8.00                1.00                1.00                
location47915                   1                   1.00                1.00                1.00                
location47916 et al             2                   2.00                1.00                1.00                
location47950 et al             5                   5.00                1.00                1.00                
location47984 et al             5                   5.00                1.00                1.00                
location48019 et al             3                   3.00                1.00                1.00                
location48052                   0                   0                   n/a                 n/a                 
location48053 et al             4                   4.00                1.00                1.00                
location48088 et al             0                   0                   n/a                 n/a                 
location48122 et al             1                   1.00                1.00                1.00                
location48157 et al             2                   2.00                1.00                1.00                
location48192 et al             3                   3.00                1.00                1.00                
location4822 et al              13                  13.00               1.00                1.00                
location48222 et al             1                   1.00                1.00                1.00                
location48226 et al             3                   3.00                1.00                1.00                
location48261 et al             2                   2.00                1.00                1.00                
location48295 et al             0                   0                   n/a                 n/a                 
location48331 et al             10                  10.00               1.00                1.00                
location48367 et al             3                   3.00                1.00                1.00                
location48371 et al             0                   0                   n/a                 n/a                 
location48401 et al             6                   6.00                1.00                1.00                
location48436 et al             3                   3.00                1.00                1.00                
location48472 et al             0                   0                   n/a                 n/a                 
location48506 et al             2                   2.00                1.00                1.00                
location4853 et al              2                   2.00                1.00                1.00                
location48542 et al             2                   2.00                1.00                1.00                
location48578 et al             7                   7.00                1.00                1.00                
location48613 et al             7                   7.00                1.00                1.00                
location48649 et al             1                   1.00                1.00                1.00                
location48684 et al             3                   3.00                1.00                1.00                
location48718 et al             0                   0                   n/a                 n/a                 
location48753 et al             5                   5.00                1.00                1.00                
location48783 et al             0                   0                   n/a                 n/a                 
location48788 et al             12                  12.00               1.00                1.00                
location48823 et al             6                   6.00                1.00                1.00                
location48859 et al             3                   3.00                1.00                1.00                
location48894 et al             7                   7.00                1.00                1.00                
location48930 et al             2                   2.00                1.00                1.00                
location48958 et al             0                   0                   n/a                 n/a                 
location48965 et al             11                  11.00               1.00                1.00                
location49001 et al             4                   4.00                1.00                1.00                
location4902 et al              2                   2.00                1.00                1.00                
location49036 et al             3                   3.00                1.00                1.00                
location49072 et al             0                   0                   n/a                 n/a                 
location491 et al               1                   1.00                1.00                1.00                
location49107 et al             4                   4.00                1.00                1.00                
location49143 et al             2                   2.00                1.00                1.00                
location49168 et al             1                   1.00                1.00                1.00                
location49171 et al             0                   0                   n/a                 n/a                 
location49174 et al             0                   0                   n/a                 n/a                 
location49178 et al             0                   0                   n/a                 n/a                 
location49213 et al             3                   3.00                1.00                1.00                
location49249 et al             3                   3.00                1.00                1.00                
location49285 et al             11                  11.00               1.00                1.00                
location49321 et al             5                   5.00                1.00                1.00                
location49339 et al             3                   3.00                1.00                1.00                
location49355 et al             0                   0                   n/a                 n/a                 
location49390 et al             1                   1.00                1.00                1.00                
location49425 et al             1                   1.00                1.00                1.00                
location49455 et al             1                   1.00                1.00                1.00                
location49460 et al             3                   3.00                1.00                1.00                
location49495 et al             10                  10.00               1.00                1.00                
location4950 et al              0                   0                   n/a                 n/a                 
location49530 et al             1                   1.00                1.00                1.00                
location49565 et al             3                   3.00                1.00                1.00                
location49599                   0                   0                   n/a                 n/a                 
location49600 et al             4                   4.00                1.00                1.00                
location49635                   0                   0                   n/a                 n/a                 
location49636 et al             3                   3.00                1.00                1.00                
location49670 et al             1                   1.00                1.00                1.00                
location49674 et al             6                   6.00                1.00                1.00                
location49704 et al             3                   3.00                1.00                1.00                
location49739 et al             3                   3.00                1.00                1.00                
location49773 et al             0                   0                   n/a                 n/a                 
location49776 et al             3                   3.00                1.00                1.00                
location49808 et al             3                   3.00                1.00                1.00                
location49843 et al             7                   7.00                1.00                1.00                
location49878 et al             9                   9.00                1.00                1.00                
location49913 et al             3                   3.00                1.00                1.00                
location49948 et al             6                   6.00                1.00                1.00                
location49983 et al             1                   1.00                1.00                1.00                
location4999 et al              7                   7.00                1.00                1.00                
location50005 et al             0                   0                   n/a                 n/a                 
location50018 et al             4                   4.00                1.00                1.00                
location50069 et al             5                   5.00                1.00                1.00                
location50088 et al             11                  11.00               1.00                1.00                
location50123 et al             2                   2.00                1.00                1.00                
location50158 et al             1                   1.00                1.00                1.00                
location50171 et al             0                   0                   n/a                 n/a                 
location50175 et al             0                   0                   n/a                 n/a                 
location50184 et al             2                   2.00                1.00                1.00                
location50192 et al             0                   0                   n/a                 n/a                 
location50226 et al             0                   0                   n/a                 n/a                 
location50230 et al             1                   1.00                1.00                1.00                
location50246 et al             0                   0                   n/a                 n/a                 
location50260 et al             3                   3.00                1.00                1.00                
location50294 et al             2                   2.00                1.00                1.00                
location50328 et al             2                   2.00                1.00                1.00                
location50362 et al             4                   4.00                1.00                1.00                
location50396 et al             4                   4.00                1.00                1.00                
location50430 et al             1                   1.00                1.00                1.00                
location50464 et al             1                   1.00                1.00                1.00                
location5048 et al              16                  16.00               1.00                1.00                
location50498 et al             1                   1.00                1.00                1.00                
location50524 et al             0                   0                   n/a                 n/a                 
location50532 et al             0                   0                   n/a                 n/a                 
location50558 et al             0                   0                   n/a                 n/a                 
location50566 et al             1                   1.00                1.00                1.00                
location50601 et al             3                   3.00                1.00                1.00                
location50634 et al             2                   2.00                1.00                1.00                
location50669 et al             5                   5.00                1.00                1.00                
location50703 et al             1                   1.00                1.00                1.00                
location50733 et al             0                   0                   n/a                 n/a                 
location50763 et al             1                   1.00                1.00                1.00                
location50793 et al             0                   0                   n/a                 n/a                 
location50823 et al             1                   1.00                1.00                1.00                
location50853 et al             3                   3.00                1.00                1.00                
location50871 et al             0                   0                   n/a                 n/a                 
location50901 et al             1                   1.00                1.00                1.00                
location50930 et al             0                   0                   n/a                 n/a                 
location50937 et al             3                   3.00                1.00                1.00                
location50960 et al             6                   6.00                1.00                1.00                
location5097 et al              18                  18.00               1.00                1.00                
location50989 et al             0                   0                   n/a                 n/a                 
location51011 et al             0                   0                   n/a                 n/a                 
location51018 et al             1                   1.00                1.00                1.00                
location51048 et al             1                   1.00                1.00                1.00                
location51077 et al             2                   2.00                1.00                1.00                
location51101 et al             0                   0                   n/a                 n/a                 
location51107 et al             1                   1.00                1.00                1.00                
location51137 et al             1                   1.00                1.00                1.00                
location51167 et al             1                   1.00                1.00                1.00                
location51197 et al             4                   4.00                1.00                1.00                
location51227 et al             4                   4.00                1.00                1.00                
location51257 et al             2                   2.00                1.00                1.00                
location51287 et al             2                   2.00                1.00                1.00                
location51309 et al             0                   0                   n/a                 n/a                 
location51317 et al             0                   0                   n/a                 n/a                 
location51347 et al             1                   1.00                1.00                1.00                
location51377 et al             3                   3.00                1.00                1.00                
location51407 et al             5                   5.00                1.00                1.00                
location51436 et al             1                   1.00                1.00                1.00                
location5146 et al              10                  10.00               1.00                1.00                
location51466 et al             1                   1.00                1.00                1.00                
location51492 et al             0                   0                   n/a                 n/a                 
location51496 et al             2                   2.00                1.00                1.00                
location51526 et al             0                   0                   n/a                 n/a                 
location51543 et al             0                   0                   n/a                 n/a                 
location51555 et al             0                   0                   n/a                 n/a                 
location51584 et al             0                   0                   n/a                 n/a                 
location51613 et al             0                   0                   n/a                 n/a                 
location51642 et al             0                   0                   n/a                 n/a                 
location51672 et al             0                   0                   n/a                 n/a                 
location51701 et al             0                   0                   n/a                 n/a                 
location51731 et al             1                   1.00                1.00                1.00                
location51759 et al             1                   1.00                1.00                1.00                
location51781 et al             0                   0                   n/a                 n/a                 
location51810 et al             2                   2.00                1.00                1.00                
location51839 et al             1                   1.00                1.00                1.00                
location51868 et al             2                   2.00                1.00                1.00                
location51897 et al             3                   3.00                1.00                1.00                
location51926 et al             0                   0                   n/a                 n/a                 
location5195 et al              12                  12.00               1.00                1.00                
location51955 et al             0                   0                   n/a                 n/a                 
location51984 et al             3                   3.00                1.00                1.00                
location52013 et al             1                   1.00                1.00                1.00                
location52041 et al             0                   0                   n/a                 n/a                 
location52071 et al             1                   1.00                1.00                1.00                
location52101 et al             2                   2.00                1.00                1.00                
location52131 et al             1                   1.00                1.00                1.00                
location52141 et al             0                   0                   n/a                 n/a                 
location52161 et al             0                   0                   n/a                 n/a                 
location52191 et al             1                   1.00                1.00                1.00                
location52220 et al             1                   1.00                1.00                1.00                
location52249 et al             1                   1.00                1.00                1.00                
location52278 et al             1                   1.00                1.00                1.00                
location52307 et al             0                   0                   n/a                 n/a                 
location52320 et al             3                   3.00                1.00                1.00                
location52336 et al             2                   2.00                1.00                1.00                
location52365 et al             0                   0                   n/a                 n/a                 
location52394 et al             0                   0                   n/a                 n/a                 
location52423 et al             1                   1.00                1.00                1.00                
location5244 et al              4                   4.00                1.00                1.00                
location52452 et al             2                   2.00                1.00                1.00                
location52458 et al             0                   0                   n/a                 n/a                 
location52481 et al             1                   1.00                1.00                1.00                
location52499 et al             0                   0                   n/a                 n/a                 
location52510 et al             0                   0                   n/a                 n/a                 
location52535 et al             1                   1.00                1.00                1.00                
location52539 et al             5                   5.00                1.00                1.00                
location52569 et al             0                   0                   n/a                 n/a                 
location52599 et al             0                   0                   n/a                 n/a                 
location52629 et al             4                   4.00                1.00                1.00                
location52659 et al             0                   0                   n/a                 n/a                 
location52689 et al             0                   0                   n/a                 n/a                 
location52698 et al             0                   0                   n/a                 n/a                 
location52719 et al             1                   1.00                1.00                1.00                
location5272 et al              7                   7.00                1.00                1.00                
location52749 et al             1                   1.00                1.00                1.00                
location52778 et al             0                   0                   n/a                 n/a                 
location52786 et al             0                   0                   n/a                 n/a                 
location52808 et al             2                   2.00                1.00                1.00                
location52838 et al             0                   0                   n/a                 n/a                 
location52867 et al             2                   2.00                1.00                1.00                
location52905 et al             1                   1.00                1.00                1.00                
location52907 et al             0                   0                   n/a                 n/a                 
location52919 et al             2                   2.00                1.00                1.00                
location52959 et al             0                   0                   n/a                 n/a                 
location52986 et al             0                   0                   n/a                 n/a                 
location52991 et al             8                   8.00                1.00                1.00                
location53037 et al             1                   1.00                1.00                1.00                
location53056 et al             1                   1.00                1.00                1.00                
location53078 et al             0                   0                   n/a                 n/a                 
location53096 et al             1                   1.00                1.00                1.00                
location53147 et al             2                   2.00                1.00                1.00                
location53178 et al             7                   7.00                1.00                1.00                
location5321 et al              4                   4.00                1.00                1.00                
location53220 et al             0                   0                   n/a                 n/a                 
location53268 et al             0                   0                   n/a                 n/a                 
location53299 et al             0                   0                   n/a                 n/a                 
location53321 et al             5                   5.00                1.00                1.00                
location53358 et al             11                  11.00               1.00                1.00                
location53405 et al             2                   2.00                1.00                1.00                
location53426 et al             0                   0                   n/a                 n/a                 
location53444 et al             0                   0                   n/a                 n/a                 
location53475 et al             0                   0                   n/a                 n/a                 
location53502 et al             7                   7.00                1.00                1.00                
location53549 et al             1                   1.00                1.00                1.00                
location53553                   0                   0                   n/a                 n/a                 
location53554 et al             5                   5.00                1.00                1.00                
location53592 et al             0                   0                   n/a                 n/a                 
location53595 et al             4                   4.00                1.00                1.00                
location53629 et al             0                   0                   n/a                 n/a                 
location53645 et al             0                   0                   n/a                 n/a                 
location53661 et al             2                   2.00                1.00                1.00                
location53688 et al             0                   0                   n/a                 n/a                 
location53696 et al             0                   0                   n/a                 n/a                 
location5370 et al              12                  12.00               1.00                1.00                
location53744 et al             1                   1.00                1.00                1.00                
