LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
location42387 et al             1                   1.00                1.00                1.00                
location42435 et al             6                   6.00                1.00                1.00                
location42485 et al             17                  17.00               1.00                1.00                
location42531 et al             11                  11.00               1.00                1.00                
location42579 et al             2                   2.00                1.00                1.00                
location42631 et al             1                   1.00                1.00                1.00                
location42641 et al             1                   1.00                1.00                1.00                
location42691 et al             1                   1.00                1.00                1.00                
location4271 et al              9                   9.00                1.00                1.00                
location42741 et al             1                   1.00                1.00                1.00                
location42791 et al             13                  13.00               1.00                1.00                
location42841 et al             1                   1.00                1.00                1.00                
location42888 et al             10                  10.00               1.00                1.00                
location42938 et al             6                   6.00                1.00                1.00                
location42986 et al             2                   2.00                1.00                1.00                
location43036 et al             11                  11.00               1.00                1.00                
location43086 et al             12                  12.00               1.00                1.00                
location43132 et al             2                   2.00                1.00                1.00                
location43177 et al             11                  11.00               1.00                1.00                
location4321 et al              11                  11.00               1.00                1.00                
location43227 et al             2                   2.00                1.00                1.00                
location43277 et al             2                   2.00                1.00                1.00                
location43324 et al             16                  16.00               1.00                1.00                
location43371 et al             5                   5.00                1.00                1.00                
location43423 et al             16                  16.00               1.00                1.00                
location43470 et al             3                   3.00                1.00                1.00                
location43520 et al             12                  12.00               1.00                1.00                
location43568 et al             9                   9.00                1.00                1.00                
location43615 et al             4                   4.00                1.00                1.00                
location43663 et al             0                   0                   n/a                 n/a                 
location4367 et al              2                   2.00                1.00                1.00                
location43713 et al             10                  10.00               1.00                1.00                
location43762 et al             2                   2.00                1.00                1.00                
location4377 et al              6                   6.00                1.00                1.00                
location43810 et al             0                   0                   n/a                 n/a                 
location43819 et al             0                   0                   n/a                 n/a                 
location43869 et al             11                  11.00               1.00                1.00                
location44007 et al             8                   8.00                1.00                1.00                
location44054 et al             6                   6.00                1.00                1.00                
location44082 et al             1                   1.00                1.00                1.00                
location44132 et al             6                   6.00                1.00                1.00                
location44179 et al             15                  15.00               1.00                1.00                
location44226 et al             5                   5.00                1.00                1.00                
location4423 et al              2                   2.00                1.00                1.00                
location44269 et al             3                   3.00                1.00                1.00                
location44319 et al             13                  13.00               1.00                1.00                
location44369 et al             3                   3.00                1.00                1.00                
location44417 et al             21                  21.00               1.00                1.00                
location44465 et al             5                   5.00                1.00                1.00                
location44476 et al             0                   0                   n/a                 n/a                 
location44523 et al             0                   0                   n/a                 n/a                 
location44528 et al             3                   3.00                1.00                1.00                
location44576 et al             0                   0                   n/a                 n/a                 
location44626 et al             6                   6.00                1.00                1.00                
location44673 et al             5                   5.00                1.00                1.00                
location44719 et al             5                   5.00                1.00                1.00                
location4473 et al              1                   1.00                1.00                1.00                
location44765 et al             2                   2.00                1.00                1.00                
location44813 et al             14                  14.00               1.00                1.00                
location44839 et al             1                   1.00                1.00                1.00                
location44887 et al             3                   3.00                1.00                1.00                
location44935 et al             11                  11.00               1.00                1.00                
location44978 et al             4                   4.00                1.00                1.00                
location45069 et al             2                   2.00                1.00                1.00                
location45117 et al             8                   8.00                1.00                1.00                
location45165 et al             0                   0                   n/a                 n/a                 
location45176 et al             1                   1.00                1.00                1.00                
location4518 et al              6                   6.00                1.00                1.00                
location45204 et al             14                  14.00               1.00                1.00                
location45247 et al             3                   3.00                1.00                1.00                
location45294 et al             13                  13.00               1.00                1.00                
location45340 et al             7                   7.00                1.00                1.00                
location45388 et al             4                   4.00                1.00                1.00                
location45436 et al             18                  18.00               1.00                1.00                
location45483 et al             15                  15.00               1.00                1.00                
location45529 et al             10                  10.00               1.00                1.00                
location45577 et al             9                   9.00                1.00                1.00                
location45624 et al             2                   2.00                1.00                1.00                
location4564 et al              11                  11.00               1.00                1.00                
location45672 et al             11                  11.00               1.00                1.00                
location45720 et al             10                  10.00               1.00                1.00                
location45767 et al             4                   4.00                1.00                1.00                
location45815 et al             9                   9.00                1.00                1.00                
location45861 et al             0                   0                   n/a                 n/a                 
location45906 et al             10                  10.00               1.00                1.00                
location45954 et al             1                   1.00                1.00                1.00                
location45968 et al             8                   8.00                1.00                1.00                
location46014 et al             4                   4.00                1.00                1.00                
location46016 et al             0                   0                   n/a                 n/a                 
location46064 et al             2                   2.00                1.00                1.00                
location4610 et al              12                  12.00               1.00                1.00                
location46108 et al             16                  16.00               1.00                1.00                
location46153 et al             7                   7.00                1.00                1.00                
location46199 et al             20                  20.00               1.00                1.00                
location46249 et al             4                   4.00                1.00                1.00                
location46279 et al             6                   6.00                1.00                1.00                
location46289 et al             5                   5.00                1.00                1.00                
location46339 et al             6                   6.00                1.00                1.00                
location46365 et al             4                   4.00                1.00                1.00                
location46413 et al             0                   0                   n/a                 n/a                 
location46463 et al             4                   4.00                1.00                1.00                
location46513 et al             4                   4.00                1.00                1.00                
location46559 et al             13                  13.00               1.00                1.00                
location4656 et al              5                   5.00                1.00                1.00                
location46609 et al             7                   7.00                1.00                1.00                
location46657 et al             3                   3.00                1.00                1.00                
location46707 et al             11                  11.00               1.00                1.00                
location46755 et al             4                   4.00                1.00                1.00                
location46803 et al             8                   8.00                1.00                1.00                
location46849 et al             3                   3.00                1.00                1.00                
location46899 et al             10                  10.00               1.00                1.00                
location46949 et al             6                   6.00                1.00                1.00                
location46999 et al             0                   0                   n/a                 n/a                 
location47 et al                4                   4.00                1.00                1.00                
location47002 et al             15                  15.00               1.00                1.00                
location4702 et al              6                   6.00                1.00                1.00                
location47052 et al             9                   9.00                1.00                1.00                
location47102 et al             6                   6.00                1.00                1.00                
location47151 et al             6                   6.00                1.00                1.00                
location47201 et al             9                   9.00                1.00                1.00                
location47251 et al             1                   1.00                1.00                1.00                
location47301 et al             9                   9.00                1.00                1.00                
location47349 et al             12                  12.00               1.00                1.00                
location47391 et al             23                  23.00               1.00                1.00                
location47439 et al             11                  11.00               1.00                1.00                
location4748 et al              1                   1.00                1.00                1.00                
location47489 et al             1                   1.00                1.00                1.00                
location4753 et al              14                  14.00               1.00                1.00                
location47539 et al             6                   6.00                1.00                1.00                
location47589 et al             2                   2.00                1.00                1.00                
location47636 et al             6                   6.00                1.00                1.00                
location47683 et al             8                   8.00                1.00                1.00                
location47733 et al             13                  13.00               1.00                1.00                
location47780 et al             5                   5.00                1.00                1.00                
location47828 et al             8                   8.00                1.00                1.00                
location47875 et al             3                   3.00                1.00                1.00                
location47920 et al             7                   7.00                1.00                1.00                
location47967 et al             1                   1.00                1.00                1.00                
location48014 et al             7                   7.00                1.00                1.00                
location4803 et al              16                  16.00               1.00                1.00                
location48061 et al             7                   7.00                1.00                1.00                
location48108 et al             8                   8.00                1.00                1.00                
location48155 et al             9                   9.00                1.00                1.00                
location48202 et al             6                   6.00                1.00                1.00                
location48296 et al             12                  12.00               1.00                1.00                
location48343 et al             0                   0                   n/a                 n/a                 
location48393 et al             7                   7.00                1.00                1.00                
location48440 et al             3                   3.00                1.00                1.00                
location4849 et al              7                   7.00                1.00                1.00                
location48490 et al             3                   3.00                1.00                1.00                
location48537 et al             20                  20.00               1.00                1.00                
location48587 et al             16                  16.00               1.00                1.00                
location48637 et al             21                  21.00               1.00                1.00                
location48687 et al             1                   1.00                1.00                1.00                
location48737 et al             12                  12.00               1.00                1.00                
location48787 et al             5                   5.00                1.00                1.00                
location48834 et al             6                   6.00                1.00                1.00                
location48881 et al             12                  12.00               1.00                1.00                
location48886 et al             8                   8.00                1.00                1.00                
location48933 et al             7                   7.00                1.00                1.00                
location4897 et al              2                   2.00                1.00                1.00                
location48983 et al             11                  11.00               1.00                1.00                
location48988 et al             8                   8.00                1.00                1.00                
location49034 et al             16                  16.00               1.00                1.00                
location49081 et al             1                   1.00                1.00                1.00                
location49133 et al             6                   6.00                1.00                1.00                
location49181 et al             3                   3.00                1.00                1.00                
location49228 et al             4                   4.00                1.00                1.00                
location49280 et al             6                   6.00                1.00                1.00                
location4939 et al              9                   9.00                1.00                1.00                
location49510 et al             13                  13.00               1.00                1.00                
location49559 et al             4                   4.00                1.00                1.00                
location49607 et al             7                   7.00                1.00                1.00                
location49655 et al             5                   5.00                1.00                1.00                
location49703 et al             0                   0                   n/a                 n/a                 
location49751 et al             4                   4.00                1.00                1.00                
location49801 et al             14                  14.00               1.00                1.00                
location49853 et al             2                   2.00                1.00                1.00                
location4987 et al              2                   2.00                1.00                1.00                
location49901 et al             9                   9.00                1.00                1.00                
location49951 et al             4                   4.00                1.00                1.00                
location49952 et al             10                  10.00               1.00                1.00                
location50004 et al             1                   1.00                1.00                1.00                
location50051 et al             5                   5.00                1.00                1.00                
location50101 et al             7                   7.00                1.00                1.00                
location50150 et al             4                   4.00                1.00                1.00                
location50196 et al             9                   9.00                1.00                1.00                
location50246 et al             3                   3.00                1.00                1.00                
location50292 et al             2                   2.00                1.00                1.00                
location50337 et al             12                  12.00               1.00                1.00                
location5037 et al              4                   4.00                1.00                1.00                
location50385 et al             16                  16.00               1.00                1.00                
location50435 et al             7                   7.00                1.00                1.00                
location50481 et al             8                   8.00                1.00                1.00                
location50527 et al             3                   3.00                1.00                1.00                
location50579 et al             1                   1.00                1.00                1.00                
location50626 et al             3                   3.00                1.00                1.00                
location50674 et al             11                  11.00               1.00                1.00                
location50724 et al             8                   8.00                1.00                1.00                
location50773 et al             0                   0                   n/a                 n/a                 
location50819 et al             6                   6.00                1.00                1.00                
location50867 et al             0                   0                   n/a                 n/a                 
location5087 et al              9                   9.00                1.00                1.00                
location50917 et al             9                   9.00                1.00                1.00                
location50963 et al             3                   3.00                1.00                1.00                
location51010 et al             4                   4.00                1.00                1.00                
location51060 et al             4                   4.00                1.00                1.00                
location51110 et al             16                  16.00               1.00                1.00                
location51154 et al             1                   1.00                1.00                1.00                
location51202 et al             1                   1.00                1.00                1.00                
location51250 et al             2                   2.00                1.00                1.00                
location51297 et al             9                   9.00                1.00                1.00                
location51347 et al             9                   9.00                1.00                1.00                
location51348 et al             12                  12.00               1.00                1.00                
location51398 et al             9                   9.00                1.00                1.00                
location51444 et al             11                  11.00               1.00                1.00                
location51492 et al             1                   1.00                1.00                1.00                
location51536 et al             3                   3.00                1.00                1.00                
location51583 et al             8                   8.00                1.00                1.00                
location51635 et al             4                   4.00                1.00                1.00                
location51685 et al             1                   1.00                1.00                1.00                
location51732 et al             2                   2.00                1.00                1.00                
location51775 et al             7                   7.00                1.00                1.00                
location5178 et al              2                   2.00                1.00                1.00                
location51823 et al             7                   7.00                1.00                1.00                
location51869 et al             0                   0                   n/a                 n/a                 
location51917 et al             3                   3.00                1.00                1.00                
location51965 et al             5                   5.00                1.00                1.00                
location52011 et al             6                   6.00                1.00                1.00                
location52057 et al             10                  10.00               1.00                1.00                
location52103 et al             17                  17.00               1.00                1.00                
location52195 et al             14                  14.00               1.00                1.00                
location52244 et al             7                   7.00                1.00                1.00                
location52296 et al             3                   3.00                1.00                1.00                
location5233 et al              4                   4.00                1.00                1.00                
location52338 et al             10                  10.00               1.00                1.00                
location52386 et al             3                   3.00                1.00                1.00                
location52432 et al             7                   7.00                1.00                1.00                
location52479 et al             5                   5.00                1.00                1.00                
location52529 et al             5                   5.00                1.00                1.00                
location52577 et al             10                  10.00               1.00                1.00                
location52626 et al             8                   8.00                1.00                1.00                
location52672 et al             9                   9.00                1.00                1.00                
location52718 et al             12                  12.00               1.00                1.00                
location52757 et al             9                   9.00                1.00                1.00                
location52802 et al             3                   3.00                1.00                1.00                
location5284 et al              0                   0                   n/a                 n/a                 
location52848 et al             6                   6.00                1.00                1.00                
location5286 et al              8                   8.00                1.00                1.00                
location52891 et al             2                   2.00                1.00                1.00                
location52937 et al             12                  12.00               1.00                1.00                
location52987 et al             7                   7.00                1.00                1.00                
location53035 et al             0                   0                   n/a                 n/a                 
location53081 et al             13                  13.00               1.00                1.00                
location53129 et al             0                   0                   n/a                 n/a                 
location53177 et al             4                   4.00                1.00                1.00                
location53223 et al             2                   2.00                1.00                1.00                
location53269 et al             10                  10.00               1.00                1.00                
location53319 et al             16                  16.00               1.00                1.00                
location53369 et al             1                   1.00                1.00                1.00                
location5337 et al              7                   7.00                1.00                1.00                
location53415 et al             5                   5.00                1.00                1.00                
location53461 et al             1                   1.00                1.00                1.00                
location53552 et al             7                   7.00                1.00                1.00                
location53594 et al             6                   6.00                1.00                1.00                
location53642 et al             1                   1.00                1.00                1.00                
location53688 et al             16                  16.00               1.00                1.00                
location53738 et al             11                  11.00               1.00                1.00                
location53790 et al             1                   1.00                1.00                1.00                
location53840 et al             12                  12.00               1.00                1.00                
location53886 et al             2                   2.00                1.00                1.00                
location53934 et al             5                   5.00                1.00                1.00                
location53981 et al             6                   6.00                1.00                1.00                
location5400 et al              1                   1.00                1.00                1.00                
location54031 et al             2                   2.00                1.00                1.00                
location54075 et al             8                   8.00                1.00                1.00                
location54121 et al             6                   6.00                1.00                1.00                
location54167 et al             3                   3.00                1.00                1.00                
location54217 et al             11                  11.00               1.00                1.00                
location54218 et al             7                   7.00                1.00                1.00                
location54268 et al             0                   0                   n/a                 n/a                 
location54320 et al             14                  14.00               1.00                1.00                
location54366 et al             1                   1.00                1.00                1.00                
location54413 et al             5                   5.00                1.00                1.00                
location54459 et al             4                   4.00                1.00                1.00                
location5447 et al              6                   6.00                1.00                1.00                
location54505 et al             7                   7.00                1.00                1.00                
location54506 et al             5                   5.00                1.00                1.00                
location54554 et al             4                   4.00                1.00                1.00                
location54606 et al             5                   5.00                1.00                1.00                
location54648 et al             1                   1.00                1.00                1.00                
location54696 et al             9                   9.00                1.00                1.00                
location54746 et al             4                   4.00                1.00                1.00                
location54838 et al             0                   0                   n/a                 n/a                 
location54848 et al             0                   0                   n/a                 n/a                 
location54894 et al             4                   4.00                1.00                1.00                
location54895 et al             3                   3.00                1.00                1.00                
location5493 et al              4                   4.00                1.00                1.00                
location54941 et al             5                   5.00                1.00                1.00                
location54989 et al             1                   1.00                1.00                1.00                
location55038 et al             4                   4.00                1.00                1.00                
location55084 et al             4                   4.00                1.00                1.00                
location55131 et al             1                   1.00                1.00                1.00                
location55178 et al             4                   4.00                1.00                1.00                
location55194 et al             8                   8.00                1.00                1.00                
location55244 et al             3                   3.00                1.00                1.00                
location55290 et al             5                   5.00                1.00                1.00                
location55338 et al             6                   6.00                1.00                1.00                
location55390 et al             2                   2.00                1.00                1.00                
location5540 et al              7                   7.00                1.00                1.00                
location55436 et al             2                   2.00                1.00                1.00                
location55482 et al             1                   1.00                1.00                1.00                
location55483 et al             5                   5.00                1.00                1.00                
location55535 et al             8                   8.00                1.00                1.00                
location55581 et al             6                   6.00                1.00                1.00                
location55629 et al             0                   0                   n/a                 n/a                 
location55681 et al             14                  14.00               1.00                1.00                
location55733 et al             0                   0                   n/a                 n/a                 
location55735 et al             11                  11.00               1.00                1.00                
location55736 et al             8                   8.00                1.00                1.00                
location55782 et al             12                  12.00               1.00                1.00                
location55834 et al             2                   2.00                1.00                1.00                
location55847 et al             7                   7.00                1.00                1.00                
location5587 et al              16                  16.00               1.00                1.00                
location55896 et al             12                  12.00               1.00                1.00                
location55943 et al             4                   4.00                1.00                1.00                
location55992 et al             2                   2.00                1.00                1.00                
location56041 et al             3                   3.00                1.00                1.00                
location56090 et al             8                   8.00                1.00                1.00                
location56139 et al             13                  13.00               1.00                1.00                
location56187 et al             2                   2.00                1.00                1.00                
location56236 et al             12                  12.00               1.00                1.00                
location56286 et al             3                   3.00                1.00                1.00                
location563 et al               10                  10.00               1.00                1.00                
location56336 et al             8                   8.00                1.00                1.00                
location5634 et al              6                   6.00                1.00                1.00                
location56364 et al             8                   8.00                1.00                1.00                
location56413 et al             10                  10.00               1.00                1.00                
location56461 et al             6                   6.00                1.00                1.00                
location56491 et al             2                   2.00                1.00                1.00                
location56543 et al             6                   6.00                1.00                1.00                
location56589 et al             5                   5.00                1.00                1.00                
location56641 et al             10                  10.00               1.00                1.00                
location56693 et al             0                   0                   n/a                 n/a                 
location56697 et al             8                   8.00                1.00                1.00                
location56722 et al             1                   1.00                1.00                1.00                
location56778 et al             2                   2.00                1.00                1.00                
location56807 et al             7                   7.00                1.00                1.00                
location5681 et al              7                   7.00                1.00                1.00                
location56857 et al             2                   2.00                1.00                1.00                
location56907 et al             11                  11.00               1.00                1.00                
location56951 et al             2                   2.00                1.00                1.00                
location57001 et al             6                   6.00                1.00                1.00                
location57051 et al             2                   2.00                1.00                1.00                
location57101 et al             7                   7.00                1.00                1.00                
location57151 et al             2                   2.00                1.00                1.00                
location57201 et al             0                   0                   n/a                 n/a                 
location57251 et al             2                   2.00                1.00                1.00                
location5729 et al              7                   7.00                1.00                1.00                
location57301 et al             5                   5.00                1.00                1.00                
location57351 et al             6                   6.00                1.00                1.00                
location57401 et al             1                   1.00                1.00                1.00                
location57451 et al             4                   4.00                1.00                1.00                
location57454 et al             6                   6.00                1.00                1.00                
location57502 et al             1                   1.00                1.00                1.00                
location57505 et al             3                   3.00                1.00                1.00                
location57508 et al             4                   4.00                1.00                1.00                
location57536 et al             1                   1.00                1.00                1.00                
location57539 et al             0                   0                   n/a                 n/a                 
location57542 et al             4                   4.00                1.00                1.00                
location57592 et al             10                  10.00               1.00                1.00                
location57595 et al             1                   1.00                1.00                1.00                
location57598 et al             12                  12.00               1.00                1.00                
location57601 et al             2                   2.00                1.00                1.00                
location57651 et al             7                   7.00                1.00                1.00                
location57701 et al             3                   3.00                1.00                1.00                
location57751 et al             5                   5.00                1.00                1.00                
location57755 et al             4                   4.00                1.00                1.00                
location5776 et al              6                   6.00                1.00                1.00                
location57761 et al             4                   4.00                1.00                1.00                
location57810 et al             10                  10.00               1.00                1.00                
location57859 et al             0                   0                   n/a                 n/a                 
location57906 et al             7                   7.00                1.00                1.00                
location57955 et al             8                   8.00                1.00                1.00                
location58004 et al             2                   2.00                1.00                1.00                
location58053 et al             2                   2.00                1.00                1.00                
location58102 et al             4                   4.00                1.00                1.00                
location58151 et al             2                   2.00                1.00                1.00                
location58200 et al             4                   4.00                1.00                1.00                
location58252 et al             13                  13.00               1.00                1.00                
location5826 et al              3                   3.00                1.00                1.00                
location58304 et al             8                   8.00                1.00                1.00                
location58356 et al             3                   3.00                1.00                1.00                
location58408 et al             1                   1.00                1.00                1.00                
location58452 et al             2                   2.00                1.00                1.00                
location5846 et al              8                   8.00                1.00                1.00                
location58460 et al             0                   0                   n/a                 n/a                 
location58469 et al             12                  12.00               1.00                1.00                
location58518 et al             0                   0                   n/a                 n/a                 
